category,intervention,detail,task_valid,d_plus,d_minus,l_plus,l_minus,l_combined,cit,constant_one,timing_oracle,exclusive_relational_detection
admissible,exchange_orientation_labels,"cw=0;ccw=4;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=0;ccw=4;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=0;ccw=4;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=0;ccw=4;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=0;ccw=4;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=0;ccw=4;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=0;ccw=4;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=0;ccw=5;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=0;ccw=5;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=0;ccw=5;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=0;ccw=5;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=0;ccw=5;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=0;ccw=5;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=0;ccw=5;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=0;ccw=5;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=0;ccw=6;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=0;ccw=6;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=0;ccw=6;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=0;ccw=6;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=0;ccw=6;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=0;ccw=6;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=0;ccw=6;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=0;ccw=6;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=0;ccw=7;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=0;ccw=7;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=0;ccw=7;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=0;ccw=7;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=0;ccw=7;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=0;ccw=7;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=0;ccw=7;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=0;ccw=7;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=1;ccw=0;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=1;ccw=0;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=1;ccw=0;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=1;ccw=0;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=1;ccw=0;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=1;ccw=0;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=1;ccw=0;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=1;ccw=0;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=1;ccw=1;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=1;ccw=1;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=1;ccw=1;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=1;ccw=1;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=1;ccw=1;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=1;ccw=1;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=1;ccw=1;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=1;ccw=1;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=1;ccw=2;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=1;ccw=2;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=1;ccw=2;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=1;ccw=2;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=1;ccw=2;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=1;ccw=2;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=1;ccw=2;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=1;ccw=2;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=1;ccw=3;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=1;ccw=3;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=1;ccw=3;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=1;ccw=3;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=1;ccw=3;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=1;ccw=3;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=1;ccw=3;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=1;ccw=3;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=1;ccw=4;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=1;ccw=4;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=1;ccw=4;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=1;ccw=4;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=1;ccw=4;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=1;ccw=4;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=1;ccw=4;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=1;ccw=4;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=1;ccw=5;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=1;ccw=5;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=1;ccw=5;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=1;ccw=5;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=1;ccw=5;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=1;ccw=5;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=1;ccw=5;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=1;ccw=5;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=1;ccw=6;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=1;ccw=6;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=1;ccw=6;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=1;ccw=6;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=1;ccw=6;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=1;ccw=6;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=1;ccw=6;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=1;ccw=6;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=1;ccw=7;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=1;ccw=7;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=1;ccw=7;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=1;ccw=7;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=1;ccw=7;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=1;ccw=7;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=1;ccw=7;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=1;ccw=7;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=2;ccw=0;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=2;ccw=0;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=2;ccw=0;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=2;ccw=0;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=2;ccw=0;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=2;ccw=0;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=2;ccw=0;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=2;ccw=0;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=2;ccw=1;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=2;ccw=1;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=2;ccw=1;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=2;ccw=1;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=2;ccw=1;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=2;ccw=1;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=2;ccw=1;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=2;ccw=1;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=2;ccw=2;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=2;ccw=2;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=2;ccw=2;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=2;ccw=2;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=2;ccw=2;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=2;ccw=2;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=2;ccw=2;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=2;ccw=2;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=2;ccw=3;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=2;ccw=3;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=2;ccw=3;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=2;ccw=3;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=2;ccw=3;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=2;ccw=3;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=2;ccw=3;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=2;ccw=3;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=2;ccw=4;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=2;ccw=4;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=2;ccw=4;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=2;ccw=4;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=2;ccw=4;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=2;ccw=4;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=2;ccw=4;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=2;ccw=4;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=2;ccw=5;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=2;ccw=5;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=2;ccw=5;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=2;ccw=5;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=2;ccw=5;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=2;ccw=5;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=2;ccw=5;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=2;ccw=5;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=2;ccw=6;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=2;ccw=6;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=2;ccw=6;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=2;ccw=6;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=2;ccw=6;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=2;ccw=6;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=2;ccw=6;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=2;ccw=6;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=2;ccw=7;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=2;ccw=7;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=2;ccw=7;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=2;ccw=7;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=2;ccw=7;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=2;ccw=7;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=2;ccw=7;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=2;ccw=7;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=3;ccw=0;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=3;ccw=0;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=3;ccw=0;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=3;ccw=0;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=3;ccw=0;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=3;ccw=0;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=3;ccw=0;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=3;ccw=0;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=3;ccw=1;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=3;ccw=1;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=3;ccw=1;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=3;ccw=1;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=3;ccw=1;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=3;ccw=1;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=3;ccw=1;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=3;ccw=1;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=3;ccw=2;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=3;ccw=2;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=3;ccw=2;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=3;ccw=2;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=3;ccw=2;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=3;ccw=2;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=3;ccw=2;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=3;ccw=2;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=3;ccw=3;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=3;ccw=3;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=3;ccw=3;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=3;ccw=3;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=3;ccw=3;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=3;ccw=3;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=3;ccw=3;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=3;ccw=3;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=3;ccw=4;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=3;ccw=4;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=3;ccw=4;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=3;ccw=4;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=3;ccw=4;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=3;ccw=4;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=3;ccw=4;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=3;ccw=4;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=3;ccw=5;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=3;ccw=5;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=3;ccw=5;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=3;ccw=5;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=3;ccw=5;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=3;ccw=5;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=3;ccw=5;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=3;ccw=5;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=3;ccw=6;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=3;ccw=6;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=3;ccw=6;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=3;ccw=6;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=3;ccw=6;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=3;ccw=6;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=3;ccw=6;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=3;ccw=6;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=3;ccw=7;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=3;ccw=7;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=3;ccw=7;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_2,"cw=3;ccw=7;control=(1, 0)",1,111,111,1,1,1,1,1,1,0
admissible,baseline,"cw=3;ccw=7;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,exchange_orientation_labels,"cw=3;ccw=7;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
admissible,cyclic_relabel_1,"cw=3;ccw=7;control=(0, 1)",1,111,111,1,1,1,1,1,1,0
