pair_id,family,A_reference_sha256,A_holonomy_sha256,B_reference_sha256,B_holonomy_sha256,phase_a_exact_match,phase_b_exact_match
P2010,0,e71c16a98965cd94041b507493a8dcb0a1381a4c0a69bb75dbb645f13b81574a,e71c16a98965cd94041b507493a8dcb0a1381a4c0a69bb75dbb645f13b81574a,c284c09267b0e6d724bdd10eac2fd9d86e9b2562baa62534a5e817992ff7bb48,c284c09267b0e6d724bdd10eac2fd9d86e9b2562baa62534a5e817992ff7bb48,True,True
P2011,0,0d72bcea420132999faeb1e1f903fc64ecb44532fd52c0e9479ecba83207d7ef,0d72bcea420132999faeb1e1f903fc64ecb44532fd52c0e9479ecba83207d7ef,de621efaabe92708be11a1eb4301f78b5ddcba0063cab57986b261ede7045b16,de621efaabe92708be11a1eb4301f78b5ddcba0063cab57986b261ede7045b16,True,True
P2012,0,e3cc019f86b1a485e4bd7aff6d20a7fb20cba1a4053dbe5460557a0546dd57f7,e3cc019f86b1a485e4bd7aff6d20a7fb20cba1a4053dbe5460557a0546dd57f7,05a8821986adc42a1db2f2fa0561d3561b37b80dcb21694cafe00eeb71cef241,05a8821986adc42a1db2f2fa0561d3561b37b80dcb21694cafe00eeb71cef241,True,True
P2013,0,32f42ebac34632c1f097d9c7e17a256d1753cc338e70c3057f0ad2974bc0f316,32f42ebac34632c1f097d9c7e17a256d1753cc338e70c3057f0ad2974bc0f316,515e35426b4f4eca36d4ac36a431d8fd4f8777603ae94f61ddad28bd9eba181e,515e35426b4f4eca36d4ac36a431d8fd4f8777603ae94f61ddad28bd9eba181e,True,True
P2014,0,8b6b29a11114bbc1a0a7265c037d371e425975af6d82f2e46996a05e467c8c2e,8b6b29a11114bbc1a0a7265c037d371e425975af6d82f2e46996a05e467c8c2e,651d59d2ee49f7a01e1c618d27b5e6e4a84d78865b96928123d4881dd07130e2,651d59d2ee49f7a01e1c618d27b5e6e4a84d78865b96928123d4881dd07130e2,True,True
P2015,0,ad9d509f4340dee3931605dfc3aaf3ebd2a3158f8ecd0e92a623567e6701f98a,ad9d509f4340dee3931605dfc3aaf3ebd2a3158f8ecd0e92a623567e6701f98a,81b59977b868a2fdecefa4437eff3763933d64182c2e21dd986a4bb6bdf084e5,81b59977b868a2fdecefa4437eff3763933d64182c2e21dd986a4bb6bdf084e5,True,True
P2016,0,cc8cacfe5032e00656e23fd71981b47868696828ee58578967fc8d85017f436f,cc8cacfe5032e00656e23fd71981b47868696828ee58578967fc8d85017f436f,0d53f1a8a6ecd778b99afa798ed17c8749cc62d822bf95a1d88378b9f97078ee,0d53f1a8a6ecd778b99afa798ed17c8749cc62d822bf95a1d88378b9f97078ee,True,True
P2017,0,f326c31e57e0fe45101c053d6bdc83f48edc0b408acb29a90370a9456bd832b1,f326c31e57e0fe45101c053d6bdc83f48edc0b408acb29a90370a9456bd832b1,634176d2e554f1eac619e21e6d2b097d166cda897088666fe62660079ffa60ed,634176d2e554f1eac619e21e6d2b097d166cda897088666fe62660079ffa60ed,True,True
P2018,0,1721f1ab1ee6159f12baeb31cfdee10f5eb81a7929f0f3ca6dfd691cfcbd9542,1721f1ab1ee6159f12baeb31cfdee10f5eb81a7929f0f3ca6dfd691cfcbd9542,c0611ac0857a64d465a536a64c700f7f206575b935f3b260c19a441a35ad499b,c0611ac0857a64d465a536a64c700f7f206575b935f3b260c19a441a35ad499b,True,True
P2019,0,24270cf1bbfdc15bb92747e200322369eeb703b120f9a2f0bf911116d99801c9,24270cf1bbfdc15bb92747e200322369eeb703b120f9a2f0bf911116d99801c9,df282d9f2934afb30b17e907140acba60d093a3d0eaac768ce3aaaf53a8ebd6b,df282d9f2934afb30b17e907140acba60d093a3d0eaac768ce3aaaf53a8ebd6b,True,True
P2020,0,eb1ceffd50b44748304250c7624d9d5a4c6ec4e11b381bcd3586d85d684e394a,eb1ceffd50b44748304250c7624d9d5a4c6ec4e11b381bcd3586d85d684e394a,3843550367dad988cf45d5cf57d2ecb752ff0e701754440bffa65b6dffb08a4e,3843550367dad988cf45d5cf57d2ecb752ff0e701754440bffa65b6dffb08a4e,True,True
P2021,0,46dbf4cf0f0a042ec30e334941d396f0d9e8485c51fdd21a86885fa55130422f,46dbf4cf0f0a042ec30e334941d396f0d9e8485c51fdd21a86885fa55130422f,25882a087c1a96b76475087d756e24a79d0e2f0ad5a6e329c1d4685f63c153b3,25882a087c1a96b76475087d756e24a79d0e2f0ad5a6e329c1d4685f63c153b3,True,True
P2022,0,cd9e4ace572af245dc4db4905fa1b22953449c145cbb6fd4326a09b197592747,cd9e4ace572af245dc4db4905fa1b22953449c145cbb6fd4326a09b197592747,b4f2e98b095a60a3afa8bafd35981c7a7a8a5ba39e341c2a45c4b7b7c9d61125,b4f2e98b095a60a3afa8bafd35981c7a7a8a5ba39e341c2a45c4b7b7c9d61125,True,True
P2023,0,29e6f6958cbdc8791789c6d76968170dcaa77e6c7aa731cd378844b366e2808d,29e6f6958cbdc8791789c6d76968170dcaa77e6c7aa731cd378844b366e2808d,71f9ce31af62b6784e016b29db1cb128a37ebef654c0cb757cf6fe6381db917b,71f9ce31af62b6784e016b29db1cb128a37ebef654c0cb757cf6fe6381db917b,True,True
P2024,0,7c982579dbd62bd202e315d3c2dc32518802b286c441fc886498facdd2bd0d60,7c982579dbd62bd202e315d3c2dc32518802b286c441fc886498facdd2bd0d60,e86924a444c0fbd37b6cece260dd9a17cd9125b5b4a01ef8cf9cb4b2fc1f27b7,e86924a444c0fbd37b6cece260dd9a17cd9125b5b4a01ef8cf9cb4b2fc1f27b7,True,True
P2025,0,f5b3de27eeeddfcf2314806446643545d936194a8ab77882744dfbf353a0109f,f5b3de27eeeddfcf2314806446643545d936194a8ab77882744dfbf353a0109f,eb1e12152eba2add8859fda42a21b2a157ad2e0b2e10e80c43e7797397ae65f9,eb1e12152eba2add8859fda42a21b2a157ad2e0b2e10e80c43e7797397ae65f9,True,True
P2026,0,e71c16a98965cd94041b507493a8dcb0a1381a4c0a69bb75dbb645f13b81574a,e71c16a98965cd94041b507493a8dcb0a1381a4c0a69bb75dbb645f13b81574a,c284c09267b0e6d724bdd10eac2fd9d86e9b2562baa62534a5e817992ff7bb48,c284c09267b0e6d724bdd10eac2fd9d86e9b2562baa62534a5e817992ff7bb48,True,True
P2027,0,0d72bcea420132999faeb1e1f903fc64ecb44532fd52c0e9479ecba83207d7ef,0d72bcea420132999faeb1e1f903fc64ecb44532fd52c0e9479ecba83207d7ef,de621efaabe92708be11a1eb4301f78b5ddcba0063cab57986b261ede7045b16,de621efaabe92708be11a1eb4301f78b5ddcba0063cab57986b261ede7045b16,True,True
P2028,0,e3cc019f86b1a485e4bd7aff6d20a7fb20cba1a4053dbe5460557a0546dd57f7,e3cc019f86b1a485e4bd7aff6d20a7fb20cba1a4053dbe5460557a0546dd57f7,05a8821986adc42a1db2f2fa0561d3561b37b80dcb21694cafe00eeb71cef241,05a8821986adc42a1db2f2fa0561d3561b37b80dcb21694cafe00eeb71cef241,True,True
P2029,0,32f42ebac34632c1f097d9c7e17a256d1753cc338e70c3057f0ad2974bc0f316,32f42ebac34632c1f097d9c7e17a256d1753cc338e70c3057f0ad2974bc0f316,515e35426b4f4eca36d4ac36a431d8fd4f8777603ae94f61ddad28bd9eba181e,515e35426b4f4eca36d4ac36a431d8fd4f8777603ae94f61ddad28bd9eba181e,True,True
P2030,0,8b6b29a11114bbc1a0a7265c037d371e425975af6d82f2e46996a05e467c8c2e,8b6b29a11114bbc1a0a7265c037d371e425975af6d82f2e46996a05e467c8c2e,651d59d2ee49f7a01e1c618d27b5e6e4a84d78865b96928123d4881dd07130e2,651d59d2ee49f7a01e1c618d27b5e6e4a84d78865b96928123d4881dd07130e2,True,True
P2031,0,ad9d509f4340dee3931605dfc3aaf3ebd2a3158f8ecd0e92a623567e6701f98a,ad9d509f4340dee3931605dfc3aaf3ebd2a3158f8ecd0e92a623567e6701f98a,81b59977b868a2fdecefa4437eff3763933d64182c2e21dd986a4bb6bdf084e5,81b59977b868a2fdecefa4437eff3763933d64182c2e21dd986a4bb6bdf084e5,True,True
P2032,0,cc8cacfe5032e00656e23fd71981b47868696828ee58578967fc8d85017f436f,cc8cacfe5032e00656e23fd71981b47868696828ee58578967fc8d85017f436f,0d53f1a8a6ecd778b99afa798ed17c8749cc62d822bf95a1d88378b9f97078ee,0d53f1a8a6ecd778b99afa798ed17c8749cc62d822bf95a1d88378b9f97078ee,True,True
P2033,0,f326c31e57e0fe45101c053d6bdc83f48edc0b408acb29a90370a9456bd832b1,f326c31e57e0fe45101c053d6bdc83f48edc0b408acb29a90370a9456bd832b1,634176d2e554f1eac619e21e6d2b097d166cda897088666fe62660079ffa60ed,634176d2e554f1eac619e21e6d2b097d166cda897088666fe62660079ffa60ed,True,True
P2034,0,1721f1ab1ee6159f12baeb31cfdee10f5eb81a7929f0f3ca6dfd691cfcbd9542,1721f1ab1ee6159f12baeb31cfdee10f5eb81a7929f0f3ca6dfd691cfcbd9542,c0611ac0857a64d465a536a64c700f7f206575b935f3b260c19a441a35ad499b,c0611ac0857a64d465a536a64c700f7f206575b935f3b260c19a441a35ad499b,True,True
P2035,0,24270cf1bbfdc15bb92747e200322369eeb703b120f9a2f0bf911116d99801c9,24270cf1bbfdc15bb92747e200322369eeb703b120f9a2f0bf911116d99801c9,df282d9f2934afb30b17e907140acba60d093a3d0eaac768ce3aaaf53a8ebd6b,df282d9f2934afb30b17e907140acba60d093a3d0eaac768ce3aaaf53a8ebd6b,True,True
P2036,0,eb1ceffd50b44748304250c7624d9d5a4c6ec4e11b381bcd3586d85d684e394a,eb1ceffd50b44748304250c7624d9d5a4c6ec4e11b381bcd3586d85d684e394a,3843550367dad988cf45d5cf57d2ecb752ff0e701754440bffa65b6dffb08a4e,3843550367dad988cf45d5cf57d2ecb752ff0e701754440bffa65b6dffb08a4e,True,True
P2037,0,46dbf4cf0f0a042ec30e334941d396f0d9e8485c51fdd21a86885fa55130422f,46dbf4cf0f0a042ec30e334941d396f0d9e8485c51fdd21a86885fa55130422f,25882a087c1a96b76475087d756e24a79d0e2f0ad5a6e329c1d4685f63c153b3,25882a087c1a96b76475087d756e24a79d0e2f0ad5a6e329c1d4685f63c153b3,True,True
P2038,0,cd9e4ace572af245dc4db4905fa1b22953449c145cbb6fd4326a09b197592747,cd9e4ace572af245dc4db4905fa1b22953449c145cbb6fd4326a09b197592747,b4f2e98b095a60a3afa8bafd35981c7a7a8a5ba39e341c2a45c4b7b7c9d61125,b4f2e98b095a60a3afa8bafd35981c7a7a8a5ba39e341c2a45c4b7b7c9d61125,True,True
P2039,0,29e6f6958cbdc8791789c6d76968170dcaa77e6c7aa731cd378844b366e2808d,29e6f6958cbdc8791789c6d76968170dcaa77e6c7aa731cd378844b366e2808d,71f9ce31af62b6784e016b29db1cb128a37ebef654c0cb757cf6fe6381db917b,71f9ce31af62b6784e016b29db1cb128a37ebef654c0cb757cf6fe6381db917b,True,True
P2040,0,7c982579dbd62bd202e315d3c2dc32518802b286c441fc886498facdd2bd0d60,7c982579dbd62bd202e315d3c2dc32518802b286c441fc886498facdd2bd0d60,e86924a444c0fbd37b6cece260dd9a17cd9125b5b4a01ef8cf9cb4b2fc1f27b7,e86924a444c0fbd37b6cece260dd9a17cd9125b5b4a01ef8cf9cb4b2fc1f27b7,True,True
P2041,0,f5b3de27eeeddfcf2314806446643545d936194a8ab77882744dfbf353a0109f,f5b3de27eeeddfcf2314806446643545d936194a8ab77882744dfbf353a0109f,eb1e12152eba2add8859fda42a21b2a157ad2e0b2e10e80c43e7797397ae65f9,eb1e12152eba2add8859fda42a21b2a157ad2e0b2e10e80c43e7797397ae65f9,True,True
P2042,0,e71c16a98965cd94041b507493a8dcb0a1381a4c0a69bb75dbb645f13b81574a,e71c16a98965cd94041b507493a8dcb0a1381a4c0a69bb75dbb645f13b81574a,c284c09267b0e6d724bdd10eac2fd9d86e9b2562baa62534a5e817992ff7bb48,c284c09267b0e6d724bdd10eac2fd9d86e9b2562baa62534a5e817992ff7bb48,True,True
P2043,0,0d72bcea420132999faeb1e1f903fc64ecb44532fd52c0e9479ecba83207d7ef,0d72bcea420132999faeb1e1f903fc64ecb44532fd52c0e9479ecba83207d7ef,de621efaabe92708be11a1eb4301f78b5ddcba0063cab57986b261ede7045b16,de621efaabe92708be11a1eb4301f78b5ddcba0063cab57986b261ede7045b16,True,True
P2044,0,e3cc019f86b1a485e4bd7aff6d20a7fb20cba1a4053dbe5460557a0546dd57f7,e3cc019f86b1a485e4bd7aff6d20a7fb20cba1a4053dbe5460557a0546dd57f7,05a8821986adc42a1db2f2fa0561d3561b37b80dcb21694cafe00eeb71cef241,05a8821986adc42a1db2f2fa0561d3561b37b80dcb21694cafe00eeb71cef241,True,True
P2045,0,32f42ebac34632c1f097d9c7e17a256d1753cc338e70c3057f0ad2974bc0f316,32f42ebac34632c1f097d9c7e17a256d1753cc338e70c3057f0ad2974bc0f316,515e35426b4f4eca36d4ac36a431d8fd4f8777603ae94f61ddad28bd9eba181e,515e35426b4f4eca36d4ac36a431d8fd4f8777603ae94f61ddad28bd9eba181e,True,True
P2046,0,8b6b29a11114bbc1a0a7265c037d371e425975af6d82f2e46996a05e467c8c2e,8b6b29a11114bbc1a0a7265c037d371e425975af6d82f2e46996a05e467c8c2e,651d59d2ee49f7a01e1c618d27b5e6e4a84d78865b96928123d4881dd07130e2,651d59d2ee49f7a01e1c618d27b5e6e4a84d78865b96928123d4881dd07130e2,True,True
P2047,0,ad9d509f4340dee3931605dfc3aaf3ebd2a3158f8ecd0e92a623567e6701f98a,ad9d509f4340dee3931605dfc3aaf3ebd2a3158f8ecd0e92a623567e6701f98a,81b59977b868a2fdecefa4437eff3763933d64182c2e21dd986a4bb6bdf084e5,81b59977b868a2fdecefa4437eff3763933d64182c2e21dd986a4bb6bdf084e5,True,True
P2048,0,cc8cacfe5032e00656e23fd71981b47868696828ee58578967fc8d85017f436f,cc8cacfe5032e00656e23fd71981b47868696828ee58578967fc8d85017f436f,0d53f1a8a6ecd778b99afa798ed17c8749cc62d822bf95a1d88378b9f97078ee,0d53f1a8a6ecd778b99afa798ed17c8749cc62d822bf95a1d88378b9f97078ee,True,True
P2049,0,f326c31e57e0fe45101c053d6bdc83f48edc0b408acb29a90370a9456bd832b1,f326c31e57e0fe45101c053d6bdc83f48edc0b408acb29a90370a9456bd832b1,634176d2e554f1eac619e21e6d2b097d166cda897088666fe62660079ffa60ed,634176d2e554f1eac619e21e6d2b097d166cda897088666fe62660079ffa60ed,True,True
P2050,0,1721f1ab1ee6159f12baeb31cfdee10f5eb81a7929f0f3ca6dfd691cfcbd9542,1721f1ab1ee6159f12baeb31cfdee10f5eb81a7929f0f3ca6dfd691cfcbd9542,c0611ac0857a64d465a536a64c700f7f206575b935f3b260c19a441a35ad499b,c0611ac0857a64d465a536a64c700f7f206575b935f3b260c19a441a35ad499b,True,True
P2051,0,24270cf1bbfdc15bb92747e200322369eeb703b120f9a2f0bf911116d99801c9,24270cf1bbfdc15bb92747e200322369eeb703b120f9a2f0bf911116d99801c9,df282d9f2934afb30b17e907140acba60d093a3d0eaac768ce3aaaf53a8ebd6b,df282d9f2934afb30b17e907140acba60d093a3d0eaac768ce3aaaf53a8ebd6b,True,True
P2052,0,eb1ceffd50b44748304250c7624d9d5a4c6ec4e11b381bcd3586d85d684e394a,eb1ceffd50b44748304250c7624d9d5a4c6ec4e11b381bcd3586d85d684e394a,3843550367dad988cf45d5cf57d2ecb752ff0e701754440bffa65b6dffb08a4e,3843550367dad988cf45d5cf57d2ecb752ff0e701754440bffa65b6dffb08a4e,True,True
P2053,0,46dbf4cf0f0a042ec30e334941d396f0d9e8485c51fdd21a86885fa55130422f,46dbf4cf0f0a042ec30e334941d396f0d9e8485c51fdd21a86885fa55130422f,25882a087c1a96b76475087d756e24a79d0e2f0ad5a6e329c1d4685f63c153b3,25882a087c1a96b76475087d756e24a79d0e2f0ad5a6e329c1d4685f63c153b3,True,True
P2054,0,cd9e4ace572af245dc4db4905fa1b22953449c145cbb6fd4326a09b197592747,cd9e4ace572af245dc4db4905fa1b22953449c145cbb6fd4326a09b197592747,b4f2e98b095a60a3afa8bafd35981c7a7a8a5ba39e341c2a45c4b7b7c9d61125,b4f2e98b095a60a3afa8bafd35981c7a7a8a5ba39e341c2a45c4b7b7c9d61125,True,True
P2055,0,29e6f6958cbdc8791789c6d76968170dcaa77e6c7aa731cd378844b366e2808d,29e6f6958cbdc8791789c6d76968170dcaa77e6c7aa731cd378844b366e2808d,71f9ce31af62b6784e016b29db1cb128a37ebef654c0cb757cf6fe6381db917b,71f9ce31af62b6784e016b29db1cb128a37ebef654c0cb757cf6fe6381db917b,True,True
P2056,0,7c982579dbd62bd202e315d3c2dc32518802b286c441fc886498facdd2bd0d60,7c982579dbd62bd202e315d3c2dc32518802b286c441fc886498facdd2bd0d60,e86924a444c0fbd37b6cece260dd9a17cd9125b5b4a01ef8cf9cb4b2fc1f27b7,e86924a444c0fbd37b6cece260dd9a17cd9125b5b4a01ef8cf9cb4b2fc1f27b7,True,True
P2057,0,f5b3de27eeeddfcf2314806446643545d936194a8ab77882744dfbf353a0109f,f5b3de27eeeddfcf2314806446643545d936194a8ab77882744dfbf353a0109f,eb1e12152eba2add8859fda42a21b2a157ad2e0b2e10e80c43e7797397ae65f9,eb1e12152eba2add8859fda42a21b2a157ad2e0b2e10e80c43e7797397ae65f9,True,True
P2058,0,e71c16a98965cd94041b507493a8dcb0a1381a4c0a69bb75dbb645f13b81574a,e71c16a98965cd94041b507493a8dcb0a1381a4c0a69bb75dbb645f13b81574a,c284c09267b0e6d724bdd10eac2fd9d86e9b2562baa62534a5e817992ff7bb48,c284c09267b0e6d724bdd10eac2fd9d86e9b2562baa62534a5e817992ff7bb48,True,True
P2059,0,0d72bcea420132999faeb1e1f903fc64ecb44532fd52c0e9479ecba83207d7ef,0d72bcea420132999faeb1e1f903fc64ecb44532fd52c0e9479ecba83207d7ef,de621efaabe92708be11a1eb4301f78b5ddcba0063cab57986b261ede7045b16,de621efaabe92708be11a1eb4301f78b5ddcba0063cab57986b261ede7045b16,True,True
P2060,0,e3cc019f86b1a485e4bd7aff6d20a7fb20cba1a4053dbe5460557a0546dd57f7,e3cc019f86b1a485e4bd7aff6d20a7fb20cba1a4053dbe5460557a0546dd57f7,05a8821986adc42a1db2f2fa0561d3561b37b80dcb21694cafe00eeb71cef241,05a8821986adc42a1db2f2fa0561d3561b37b80dcb21694cafe00eeb71cef241,True,True
P2061,0,32f42ebac34632c1f097d9c7e17a256d1753cc338e70c3057f0ad2974bc0f316,32f42ebac34632c1f097d9c7e17a256d1753cc338e70c3057f0ad2974bc0f316,515e35426b4f4eca36d4ac36a431d8fd4f8777603ae94f61ddad28bd9eba181e,515e35426b4f4eca36d4ac36a431d8fd4f8777603ae94f61ddad28bd9eba181e,True,True
P2062,0,8b6b29a11114bbc1a0a7265c037d371e425975af6d82f2e46996a05e467c8c2e,8b6b29a11114bbc1a0a7265c037d371e425975af6d82f2e46996a05e467c8c2e,651d59d2ee49f7a01e1c618d27b5e6e4a84d78865b96928123d4881dd07130e2,651d59d2ee49f7a01e1c618d27b5e6e4a84d78865b96928123d4881dd07130e2,True,True
P2063,0,ad9d509f4340dee3931605dfc3aaf3ebd2a3158f8ecd0e92a623567e6701f98a,ad9d509f4340dee3931605dfc3aaf3ebd2a3158f8ecd0e92a623567e6701f98a,81b59977b868a2fdecefa4437eff3763933d64182c2e21dd986a4bb6bdf084e5,81b59977b868a2fdecefa4437eff3763933d64182c2e21dd986a4bb6bdf084e5,True,True
P2064,1,cc8cacfe5032e00656e23fd71981b47868696828ee58578967fc8d85017f436f,cc8cacfe5032e00656e23fd71981b47868696828ee58578967fc8d85017f436f,0d53f1a8a6ecd778b99afa798ed17c8749cc62d822bf95a1d88378b9f97078ee,0d53f1a8a6ecd778b99afa798ed17c8749cc62d822bf95a1d88378b9f97078ee,True,True
P2065,1,f326c31e57e0fe45101c053d6bdc83f48edc0b408acb29a90370a9456bd832b1,f326c31e57e0fe45101c053d6bdc83f48edc0b408acb29a90370a9456bd832b1,634176d2e554f1eac619e21e6d2b097d166cda897088666fe62660079ffa60ed,634176d2e554f1eac619e21e6d2b097d166cda897088666fe62660079ffa60ed,True,True
P2066,1,1721f1ab1ee6159f12baeb31cfdee10f5eb81a7929f0f3ca6dfd691cfcbd9542,1721f1ab1ee6159f12baeb31cfdee10f5eb81a7929f0f3ca6dfd691cfcbd9542,c0611ac0857a64d465a536a64c700f7f206575b935f3b260c19a441a35ad499b,c0611ac0857a64d465a536a64c700f7f206575b935f3b260c19a441a35ad499b,True,True
P2067,1,24270cf1bbfdc15bb92747e200322369eeb703b120f9a2f0bf911116d99801c9,24270cf1bbfdc15bb92747e200322369eeb703b120f9a2f0bf911116d99801c9,df282d9f2934afb30b17e907140acba60d093a3d0eaac768ce3aaaf53a8ebd6b,df282d9f2934afb30b17e907140acba60d093a3d0eaac768ce3aaaf53a8ebd6b,True,True
P2068,1,eb1ceffd50b44748304250c7624d9d5a4c6ec4e11b381bcd3586d85d684e394a,eb1ceffd50b44748304250c7624d9d5a4c6ec4e11b381bcd3586d85d684e394a,3843550367dad988cf45d5cf57d2ecb752ff0e701754440bffa65b6dffb08a4e,3843550367dad988cf45d5cf57d2ecb752ff0e701754440bffa65b6dffb08a4e,True,True
P2069,1,46dbf4cf0f0a042ec30e334941d396f0d9e8485c51fdd21a86885fa55130422f,46dbf4cf0f0a042ec30e334941d396f0d9e8485c51fdd21a86885fa55130422f,25882a087c1a96b76475087d756e24a79d0e2f0ad5a6e329c1d4685f63c153b3,25882a087c1a96b76475087d756e24a79d0e2f0ad5a6e329c1d4685f63c153b3,True,True
P2070,1,cd9e4ace572af245dc4db4905fa1b22953449c145cbb6fd4326a09b197592747,cd9e4ace572af245dc4db4905fa1b22953449c145cbb6fd4326a09b197592747,b4f2e98b095a60a3afa8bafd35981c7a7a8a5ba39e341c2a45c4b7b7c9d61125,b4f2e98b095a60a3afa8bafd35981c7a7a8a5ba39e341c2a45c4b7b7c9d61125,True,True
P2071,1,29e6f6958cbdc8791789c6d76968170dcaa77e6c7aa731cd378844b366e2808d,29e6f6958cbdc8791789c6d76968170dcaa77e6c7aa731cd378844b366e2808d,71f9ce31af62b6784e016b29db1cb128a37ebef654c0cb757cf6fe6381db917b,71f9ce31af62b6784e016b29db1cb128a37ebef654c0cb757cf6fe6381db917b,True,True
P2072,1,7c982579dbd62bd202e315d3c2dc32518802b286c441fc886498facdd2bd0d60,7c982579dbd62bd202e315d3c2dc32518802b286c441fc886498facdd2bd0d60,e86924a444c0fbd37b6cece260dd9a17cd9125b5b4a01ef8cf9cb4b2fc1f27b7,e86924a444c0fbd37b6cece260dd9a17cd9125b5b4a01ef8cf9cb4b2fc1f27b7,True,True
P2073,1,f5b3de27eeeddfcf2314806446643545d936194a8ab77882744dfbf353a0109f,f5b3de27eeeddfcf2314806446643545d936194a8ab77882744dfbf353a0109f,eb1e12152eba2add8859fda42a21b2a157ad2e0b2e10e80c43e7797397ae65f9,eb1e12152eba2add8859fda42a21b2a157ad2e0b2e10e80c43e7797397ae65f9,True,True
P2074,1,e71c16a98965cd94041b507493a8dcb0a1381a4c0a69bb75dbb645f13b81574a,e71c16a98965cd94041b507493a8dcb0a1381a4c0a69bb75dbb645f13b81574a,c284c09267b0e6d724bdd10eac2fd9d86e9b2562baa62534a5e817992ff7bb48,c284c09267b0e6d724bdd10eac2fd9d86e9b2562baa62534a5e817992ff7bb48,True,True
P2075,1,0d72bcea420132999faeb1e1f903fc64ecb44532fd52c0e9479ecba83207d7ef,0d72bcea420132999faeb1e1f903fc64ecb44532fd52c0e9479ecba83207d7ef,de621efaabe92708be11a1eb4301f78b5ddcba0063cab57986b261ede7045b16,de621efaabe92708be11a1eb4301f78b5ddcba0063cab57986b261ede7045b16,True,True
